model,case,regime,start,end,stage,variable,is_true_predictor,B,abs_B,Beta,abs_Beta,p_value,selected_stepwise,false_stepwise,problem_window,mean_abs_corr,rank_B,rank_Beta
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_1,1,-0.8000000158208422,0.8000000158208422,-1.000000019557774,1.000000019557774,0.006184581122657868,1,0,0,0.6068488601373583,1.0,1.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_2,0,9.400537237524986e-09,9.400537237524986e-09,1.4260876923799515e-08,1.4260876923799515e-08,0.9999998130501352,0,0,0,0.6068488601373583,3.0,2.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_3,0,-2.6193447411060333e-10,2.6193447411060333e-10,2.9103830456733704e-10,2.9103830456733704e-10,0.9999999926220537,0,0,0,0.6068488601373583,10.0,11.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_4,0,-3.6961864680051804e-09,3.6961864680051804e-09,-6.082700565457344e-09,6.082700565457344e-09,0.999999789905904,0,0,0,0.6068488601373583,4.0,6.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_5,0,1.8044374883174896e-09,1.8044374883174896e-09,3.92901711165905e-09,3.92901711165905e-09,0.9999998632938507,0,0,0,0.6068488601373583,7.0,8.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_6,0,-3.6670826375484467e-09,3.6670826375484467e-09,-8.789356797933578e-09,8.789356797933578e-09,0.9999998850786844,0,0,0,0.6068488601373583,5.0,4.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_7,0,2.7212081477046013e-09,2.7212081477046013e-09,6.119080353528261e-09,6.119080353528261e-09,0.9999997398438747,0,0,0,0.6068488601373583,6.0,5.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_8,0,2.510205376893282e-10,2.510205376893282e-10,8.585629984736443e-10,8.585629984736443e-10,0.9999999568411078,0,0,0,0.6068488601373583,11.0,10.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_9,0,-1.5570549294352531e-09,1.5570549294352531e-09,-5.326000973582268e-09,5.326000973582268e-09,0.9999998891602333,0,0,0,0.6068488601373583,8.0,7.0
delay,delay_g_0_8,затухающие колебания,39,64,early,Lag_10,0,1.0495568858459592e-09,1.0495568858459592e-09,3.2778189051896334e-09,3.2778189051896334e-09,0.9999997378663903,0,0,0,0.6068488601373583,9.0,9.0
delay,delay_g_0_8,затухающие колебания,40,65,early,X_n,0,1.9441358745098114e-08,1.9441358745098114e-08,3.213062882423401e-08,3.213062882423401e-08,0.9999996120092391,0,0,0,0.6167380415341785,2.0,2.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_1,1,-0.8000000026077032,0.8000000026077032,-1.0000000119325705,1.0000000119325705,0.0006909227170272325,1,0,0,0.6167380415341785,1.0,1.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_2,0,1.4551915228366852e-09,1.4551915228366852e-09,7.916241884231567e-09,7.916241884231567e-09,0.9999999137787801,0,0,0,0.6167380415341785,7.0,6.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_3,0,8.614733815193176e-09,8.614733815193176e-09,1.5978002920746803e-08,1.5978002920746803e-08,0.999999671026617,0,0,0,0.6167380415341785,3.0,3.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_4,0,1.2660166248679161e-09,1.2660166248679161e-09,1.4551915228366852e-10,1.4551915228366852e-10,0.9999998863560109,0,0,0,0.6167380415341785,8.0,11.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_5,0,1.1568772606551647e-09,1.1568772606551647e-09,3.768946044147015e-09,3.768946044147015e-09,0.9999996650518341,0,0,0,0.6167380415341785,9.0,7.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_6,0,-4.16184775531292e-09,4.16184775531292e-09,-1.4493707567453384e-08,1.4493707567453384e-08,0.999999595645163,0,0,0,0.6167380415341785,4.0,4.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_7,0,-1.9426806829869747e-09,1.9426806829869747e-09,-2.7212081477046013e-09,2.7212081477046013e-09,0.9999998131757676,0,0,0,0.6167380415341785,5.0,9.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_8,0,8.87666828930378e-10,8.87666828930378e-10,2.7575879357755184e-09,2.7575879357755184e-09,0.9999996455377903,0,0,0,0.6167380415341785,11.0,8.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_9,0,-1.6807462088763714e-09,1.6807462088763714e-09,-8.061761036515236e-09,8.061761036515236e-09,0.9999996078944475,0,0,0,0.6167380415341785,6.0,5.0
delay,delay_g_0_8,затухающие колебания,40,65,early,Lag_10,0,-1.025910023599863e-09,1.025910023599863e-09,-2.6338966563344e-09,2.6338966563344e-09,0.9999997862491762,0,0,0,0.6167380415341785,10.0,10.0
delay,delay_g_0_8,затухающие колебания,41,66,early,X_n,0,2.8230715543031693e-08,2.8230715543031693e-08,2.8638169169425964e-08,2.8638169169425964e-08,0.9999997111750611,0,0,0,0.6114140029528702,2.0,2.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_1,1,-0.800000022049062,0.800000022049062,-1.00000002712477,1.00000002712477,0.00476600411359023,1,0,0,0.6114140029528702,1.0,1.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_2,0,1.3096723705530167e-08,1.3096723705530167e-08,1.6530975699424744e-08,1.6530975699424744e-08,0.9999997140964152,0,0,0,0.6114140029528702,3.0,3.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_3,0,6.144546205177903e-09,6.144546205177903e-09,8.36735125631094e-09,8.36735125631094e-09,0.9999998607442366,0,0,0,0.6114140029528702,5.0,6.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_4,0,-3.3614924177527428e-09,3.3614924177527428e-09,-5.820766091346741e-09,5.820766091346741e-09,0.9999998493102122,0,0,0,0.6114140029528702,6.0,7.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_5,0,3.0704541131854057e-09,3.0704541131854057e-09,5.558831617236137e-09,5.558831617236137e-09,0.999999667156321,0,0,0,0.6114140029528702,8.0,8.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_6,0,-7.785274647176266e-09,7.785274647176266e-09,-1.4842953532934189e-08,1.4842953532934189e-08,0.9999996681285487,0,0,0,0.6114140029528702,4.0,4.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_7,0,1.8480932340025902e-09,1.8480932340025902e-09,4.452886059880257e-09,4.452886059880257e-09,0.999999904916358,0,0,0,0.6114140029528702,9.0,9.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_8,0,9.549694368615746e-10,9.549694368615746e-10,2.4665496312081814e-09,2.4665496312081814e-09,0.9999997892801009,0,0,0,0.6114140029528702,10.0,10.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_9,0,-3.194145392626524e-09,3.194145392626524e-09,-8.381903171539307e-09,8.381903171539307e-09,0.999999675249533,0,0,0,0.6114140029528702,7.0,5.0
delay,delay_g_0_8,затухающие колебания,41,66,early,Lag_10,0,4.874891601502895e-10,4.874891601502895e-10,1.6007106751203537e-09,1.6007106751203537e-09,0.9999999435991096,0,0,0,0.6114140029528702,11.0,11.0
delay,delay_g_0_8,затухающие колебания,42,67,early,X_n,0,8.66129994392395e-08,8.66129994392395e-08,8.777715265750885e-08,8.777715265750885e-08,0.9999998680490371,0,0,0,0.6040582364637194,2.0,2.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_1,1,-0.8000000778120011,0.8000000778120011,-1.0000000968575478,1.0000000968575478,0.2221393676863204,1,0,0,0.6040582364637194,1.0,1.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_2,0,4.6798959374427795e-08,4.6798959374427795e-08,7.12461769580841e-08,7.12461769580841e-08,0.9999998800128103,0,0,0,0.6040582364637194,3.0,3.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_3,0,1.3707904145121574e-08,1.3707904145121574e-08,1.760781742632389e-08,1.760781742632389e-08,0.9999999133832271,0,0,0,0.6040582364637194,5.0,9.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_4,0,-1.2223608791828156e-08,1.2223608791828156e-08,-2.1245796233415604e-08,2.1245796233415604e-08,0.9999999008046019,0,0,0,0.6040582364637194,6.0,6.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_5,0,9.546056389808655e-09,9.546056389808655e-09,1.9674189388751984e-08,1.9674189388751984e-08,0.999999869500874,0,0,0,0.6040582364637194,8.0,8.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_6,0,-2.4563632905483246e-08,2.4563632905483246e-08,-5.25033101439476e-08,5.25033101439476e-08,0.9999998676141286,0,0,0,0.6040582364637194,4.0,4.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_7,0,8.294591680169106e-09,8.294591680169106e-09,2.0721927285194397e-08,2.0721927285194397e-08,0.9999999161451527,0,0,0,0.6040582364637194,9.0,7.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_8,0,2.6338966563344e-09,2.6338966563344e-09,6.941263563930988e-09,6.941263563930988e-09,0.9999998777187231,0,0,0,0.6040582364637194,10.0,11.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_9,0,-9.924406185746193e-09,9.924406185746193e-09,-3.0384398996829987e-08,3.0384398996829987e-08,0.9999998679124875,0,0,0,0.6040582364637194,7.0,5.0
delay,delay_g_0_8,затухающие колебания,42,67,early,Lag_10,0,2.5538611225783825e-09,2.5538611225783825e-09,9.080395102500916e-09,9.080395102500916e-09,0.9999999329022424,0,0,0,0.6040582364637194,11.0,10.0
delay,delay_g_0_8,затухающие колебания,43,68,early,X_n,0,2.0489096641540527e-08,2.0489096641540527e-08,3.7136487662792206e-08,3.7136487662792206e-08,0.9999999068845749,0,0,0,0.6149323994229511,3.0,4.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_1,1,-0.8000000547617674,0.8000000547617674,-1.00000009406358,1.00000009406358,0.006110386935414539,1,0,0,0.6149323994229511,1.0,1.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_2,0,3.527384251356125e-08,3.527384251356125e-08,6.82193785905838e-08,6.82193785905838e-08,0.999999344136238,0,0,0,0.6149323994229511,2.0,2.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_3,0,-1.1990778148174286e-08,1.1990778148174286e-08,-2.491287887096405e-08,2.491287887096405e-08,0.9999998847388953,0,0,0,0.6149323994229511,4.0,7.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_4,0,-1.076841726899147e-08,1.076841726899147e-08,-2.852175384759903e-08,2.852175384759903e-08,0.9999995167918738,0,0,0,0.6149323994229511,6.0,6.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_5,0,3.943569026887417e-09,3.943569026887417e-09,1.2048985809087753e-08,1.2048985809087753e-08,0.99999974803254,0,0,0,0.6149323994229511,9.0,10.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_6,0,-8.789356797933578e-09,8.789356797933578e-09,-3.1082890927791595e-08,3.1082890927791595e-08,0.9999998199191751,0,0,0,0.6149323994229511,7.0,5.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_7,0,1.1292286217212677e-08,1.1292286217212677e-08,3.958120942115784e-08,3.958120942115784e-08,0.9999996233782786,0,0,0,0.6149323994229511,5.0,3.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_8,0,-6.621121428906918e-10,6.621121428906918e-10,-1.2478267308324575e-09,1.2478267308324575e-09,0.9999999433882236,0,0,0,0.6149323994229511,11.0,11.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_9,0,-3.4124241210520267e-09,3.4124241210520267e-09,-1.7083948478102684e-08,1.7083948478102684e-08,0.9999998293602876,0,0,0,0.6149323994229511,10.0,9.0
delay,delay_g_0_8,затухающие колебания,43,68,early,Lag_10,0,4.234607331454754e-09,4.234607331454754e-09,2.153683453798294e-08,2.153683453798294e-08,0.9999996813606509,0,0,0,0.6149323994229511,8.0,8.0
delay,delay_g_0_8,затухающие колебания,44,69,early,X_n,0,1.1431984603404999e-07,1.1431984603404999e-07,8.952338248491287e-08,8.952338248491287e-08,0.9999999584153078,0,0,0,0.6135475574399997,2.0,2.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_1,1,-0.8000001404434443,0.8000001404434443,-1.0000001010484993,1.0000001010484993,0.664816411674002,1,0,0,0.6135475574399997,1.0,1.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_2,0,8.288770914077759e-08,8.288770914077759e-08,6.076879799365997e-08,6.076879799365997e-08,0.9999999374231346,0,0,0,0.6135475574399997,3.0,3.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_3,0,7.8580342233181e-09,7.8580342233181e-09,1.7404090613126755e-08,1.7404090613126755e-08,0.9999999935450441,0,0,0,0.6135475574399997,9.0,9.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_4,0,-2.9453076422214508e-08,2.9453076422214508e-08,-2.3748725652694702e-08,2.3748725652694702e-08,0.9999999469992757,0,0,0,0.6135475574399997,5.0,6.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_5,0,1.682201400399208e-08,1.682201400399208e-08,1.7578713595867157e-08,1.7578713595867157e-08,0.9999999392271379,0,0,0,0.6135475574399997,7.0,8.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_6,0,-3.675813786685467e-08,3.675813786685467e-08,-4.819594323635101e-08,4.819594323635101e-08,0.9999999468705957,0,0,0,0.6135475574399997,4.0,4.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_7,0,2.1012965589761734e-08,2.1012965589761734e-08,2.293381839990616e-08,2.293381839990616e-08,0.9999999593782579,0,0,0,0.6135475574399997,6.0,7.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_8,0,3.2159732654690742e-09,3.2159732654690742e-09,6.501068128272891e-09,6.501068128272891e-09,0.9999999764212997,0,0,0,0.6135475574399997,11.0,11.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_9,0,-1.5177647583186626e-08,1.5177647583186626e-08,-2.6775524020195007e-08,2.6775524020195007e-08,0.9999999469391335,0,0,0,0.6135475574399997,8.0,5.0
delay,delay_g_0_8,затухающие колебания,44,69,early,Lag_10,0,7.62520357966423e-09,7.62520357966423e-09,1.0186340659856796e-08,1.0186340659856796e-08,0.9999999646351537,0,0,0,0.6135475574399997,10.0,10.0
delay,delay_g_0_8,затухающие колебания,45,70,early,X_n,0,3.958120942115784e-08,3.958120942115784e-08,4.7497451305389404e-08,4.7497451305389404e-08,0.9999999093067891,0,0,0,0.6028865879093902,3.0,3.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_1,1,-0.8000000845640898,0.8000000845640898,-1.0000001080334187,1.0000001080334187,0.1544368801145884,1,0,0,0.6028865879093902,1.0,1.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_2,0,5.168840289115906e-08,5.168840289115906e-08,7.753260433673859e-08,7.753260433673859e-08,0.9999998228699238,0,0,0,0.6028865879093902,2.0,2.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_3,0,-1.1350493878126144e-08,1.1350493878126144e-08,-1.2922100722789764e-08,1.2922100722789764e-08,0.9999999295881565,0,0,0,0.6028865879093902,7.0,10.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_4,0,-1.862645149230957e-08,1.862645149230957e-08,-3.14321368932724e-08,3.14321368932724e-08,0.9999998553067361,0,0,0,0.6028865879093902,4.0,6.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_5,0,7.828930392861366e-09,7.828930392861366e-09,1.705484464764595e-08,1.705484464764595e-08,0.9999998736741069,0,0,0,0.6028865879093902,8.0,9.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_6,0,-1.5832483768463135e-08,1.5832483768463135e-08,-3.632158041000366e-08,3.632158041000366e-08,0.9999998776157031,0,0,0,0.6028865879093902,6.0,5.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_7,0,1.6472768038511276e-08,1.6472768038511276e-08,3.6903657019138336e-08,3.6903657019138336e-08,0.9999998363761337,0,0,0,0.6028865879093902,5.0,4.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_8,0,3.092281986027956e-11,3.092281986027956e-11,1.0040821507573128e-09,1.0040821507573128e-09,0.9999999983945841,0,0,0,0.6028865879093902,11.0,11.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_9,0,-6.402842700481415e-09,6.402842700481415e-09,-2.1245796233415604e-08,2.1245796233415604e-08,0.9999998818629561,0,0,0,0.6028865879093902,9.0,7.0
delay,delay_g_0_8,затухающие колебания,45,70,early,Lag_10,0,6.2282197177410126e-09,6.2282197177410126e-09,1.9033905118703842e-08,1.9033905118703842e-08,0.9999998475280228,0,0,0,0.6028865879093902,10.0,8.0
delay,delay_g_0_8,затухающие колебания,46,71,early,X_n,0,-1.8766149878501892e-07,1.8766149878501892e-07,-2.3469328880310059e-07,2.3469328880310059e-07,0.9999998583944623,0,0,0,0.6127969695097191,2.0,2.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_1,1,-0.8000000244937837,0.8000000244937837,-1.0000000358559191,1.0000000358559191,0.17138533707324471,1,0,0,0.6127969695097191,1.0,1.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_2,0,1.8044374883174896e-08,1.8044374883174896e-08,3.119930624961853e-08,3.119930624961853e-08,0.9999999419730676,0,0,0,0.6127969695097191,7.0,9.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_3,0,-1.0151416063308716e-07,1.0151416063308716e-07,-1.8347054719924927e-07,1.8347054719924927e-07,0.9999997999414125,0,0,0,0.6127969695097191,3.0,3.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_4,0,-2.491287887096405e-08,2.491287887096405e-08,-4.6333298087120056e-08,4.6333298087120056e-08,0.9999997614371038,0,0,0,0.6127969695097191,6.0,8.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_5,0,-6.970367394387722e-09,6.970367394387722e-09,-1.3795215636491776e-08,1.3795215636491776e-08,0.9999999281002523,0,0,0,0.6127969695097191,11.0,11.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_6,0,3.5099219530820847e-08,3.5099219530820847e-08,8.568167686462402e-08,8.568167686462402e-08,0.9999998846857763,0,0,0,0.6127969695097191,4.0,5.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_7,0,3.282912075519562e-08,3.282912075519562e-08,8.638016879558563e-08,8.638016879558563e-08,0.9999997122962437,0,0,0,0.6127969695097191,5.0,4.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_8,0,-1.0826624929904938e-08,1.0826624929904938e-08,-3.032619133591652e-08,3.032619133591652e-08,0.9999998249065823,0,0,0,0.6127969695097191,10.0,10.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_9,0,1.4755642041563988e-08,1.4755642041563988e-08,5.0640664994716644e-08,5.0640664994716644e-08,0.9999998842006268,0,0,0,0.6127969695097191,8.0,7.0
delay,delay_g_0_8,затухающие колебания,46,71,early,Lag_10,0,1.4668330550193787e-08,1.4668330550193787e-08,5.529727786779404e-08,5.529727786779404e-08,0.999999728706419,0,0,0,0.6127969695097191,9.0,6.0
delay,delay_g_0_8,затухающие колебания,47,72,early,X_n,0,1.1012889444828033e-07,1.1012889444828033e-07,1.2619420886039734e-07,1.2619420886039734e-07,0.999999994549038,0,0,0,0.6154634690731039,6.0,7.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_1,1,-0.7999996137805283,0.7999996137805283,-0.9999993937090039,0.9999993937090039,0.9554196692737321,1,0,0,0.6154634690731039,1.0,1.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_2,0,-2.3096799850463867e-07,2.3096799850463867e-07,-3.632158041000366e-07,3.632158041000366e-07,0.9999999783460345,0,0,0,0.6154634690731039,2.0,2.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_3,0,1.8533319234848022e-07,1.8533319234848022e-07,3.348104655742645e-07,3.348104655742645e-07,0.9999999780707796,0,0,0,0.6154634690731039,3.0,4.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_4,0,1.2479722499847412e-07,1.2479722499847412e-07,2.691522240638733e-07,2.691522240638733e-07,0.9999999717706133,0,0,0,0.6154634690731039,4.0,5.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_5,0,-2.5582266971468925e-08,2.5582266971468925e-08,-5.634501576423645e-08,5.634501576423645e-08,0.99999998722735,0,0,0,0.6154634690731039,8.0,8.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_6,0,1.547959982417524e-08,1.547959982417524e-08,4.807952791452408e-08,4.807952791452408e-08,0.9999999969641882,0,0,0,0.6154634690731039,9.0,9.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_7,0,-1.1478550732135773e-07,1.1478550732135773e-07,-3.497116267681122e-07,3.497116267681122e-07,0.9999999709467375,0,0,0,0.6154634690731039,5.0,3.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_8,0,1.2048985809087753e-08,1.2048985809087753e-08,3.474997356534004e-08,3.474997356534004e-08,0.9999999870415539,0,0,0,0.6154634690731039,10.0,10.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_9,0,7.661583367735147e-09,7.661583367735147e-09,3.221794031560421e-08,3.221794031560421e-08,0.9999999964373698,0,0,0,0.6154634690731039,11.0,11.0
delay,delay_g_0_8,затухающие колебания,47,72,early,Lag_10,0,-4.936009645462036e-08,4.936009645462036e-08,-2.0908191800117493e-07,2.0908191800117493e-07,0.9999999705917797,0,0,0,0.6154634690731039,7.0,6.0
delay,delay_g_0_8,затухающие колебания,48,73,early,X_n,0,1.491280272603035e-07,1.491280272603035e-07,1.3620592653751373e-08,1.3620592653751373e-08,0.9999999625351337,0,0,0,0.6049659142835823,6.0,11.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_1,1,-0.799999263137579,0.799999263137579,-0.9999990039505064,0.9999990039505064,0.82767708799912,1,0,0,0.6049659142835823,1.0,1.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_2,0,-4.4587068259716034e-07,4.4587068259716034e-07,-6.752088665962219e-07,6.752088665962219e-07,0.9999998372387227,0,0,0,0.6049659142835823,2.0,2.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_3,0,3.3155083656311035e-07,3.3155083656311035e-07,4.01865690946579e-07,4.01865690946579e-07,0.9999998184489387,0,0,0,0.6049659142835823,3.0,4.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_4,0,2.200249582529068e-07,2.200249582529068e-07,3.825407475233078e-07,3.825407475233078e-07,0.9999998060205968,0,0,0,0.6049659142835823,4.0,5.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_5,0,-4.43833414465189e-08,4.43833414465189e-08,-1.1239899322390556e-07,1.1239899322390556e-07,0.999999900646904,0,0,0,0.6049659142835823,8.0,8.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_6,0,3.68745531886816e-08,3.68745531886816e-08,1.405715011060238e-07,1.405715011060238e-07,0.9999999652548159,0,0,0,0.6049659142835823,9.0,7.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_7,0,-2.0756851881742477e-07,2.0756851881742477e-07,-4.745088517665863e-07,4.745088517665863e-07,0.9999997962903646,0,0,0,0.6049659142835823,5.0,3.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_8,0,1.9266735762357712e-08,1.9266735762357712e-08,3.800960257649422e-08,3.800960257649422e-08,0.9999998942032451,0,0,0,0.6049659142835823,10.0,10.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_9,0,1.8953869584947824e-08,1.8953869584947824e-08,9.269570000469685e-08,9.269570000469685e-08,0.9999999580391091,0,0,0,0.6049659142835823,11.0,9.0
delay,delay_g_0_8,затухающие колебания,48,73,early,Lag_10,0,-8.899951353669167e-08,8.899951353669167e-08,-2.728775143623352e-07,2.728775143623352e-07,0.9999997926825875,0,0,0,0.6049659142835823,7.0,6.0
delay,delay_g_0_8,затухающие колебания,49,74,early,X_n,0,-8.177012205123901e-07,8.177012205123901e-07,-9.94652509689331e-07,9.94652509689331e-07,0.9999999962830983,0,0,0,0.6108158621831534,2.0,3.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_1,1,-0.7999988663941622,0.7999988663941622,-0.9999985750764608,0.9999985750764608,0.9926733146879895,1,0,0,0.6108158621831534,1.0,1.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_2,0,-6.663613021373749e-07,6.663613021373749e-07,-1.0458752512931824e-06,1.0458752512931824e-06,0.9999999893090404,0,0,0,0.6108158621831534,3.0,2.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_3,0,-9.313225746154785e-09,9.313225746154785e-09,-5.587935447692871e-09,5.587935447692871e-09,0.9999999998794518,0,0,0,0.6108158621831534,11.0,11.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_4,0,2.448796294629574e-07,2.448796294629574e-07,4.329485818743706e-07,4.329485818743706e-07,0.999999984417087,0,0,0,0.6108158621831534,5.0,6.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_5,0,-1.2619420886039734e-07,1.2619420886039734e-07,-2.668239176273346e-07,2.668239176273346e-07,0.9999999934736785,0,0,0,0.6108158621831534,7.0,8.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_6,0,2.71480530500412e-07,2.71480530500412e-07,6.761401891708374e-07,6.761401891708374e-07,0.9999999950016385,0,0,0,0.6108158621831534,4.0,4.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_7,0,-1.7951242625713348e-07,1.7951242625713348e-07,-4.540197551250458e-07,4.540197551250458e-07,0.9999999867634037,0,0,0,0.6108158621831534,6.0,5.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_8,0,-2.3166649043560028e-08,2.3166649043560028e-08,-6.565824151039124e-08,6.565824151039124e-08,0.9999999975949279,0,0,0,0.6108158621831534,10.0,10.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_9,0,1.1431984603404999e-07,1.1431984603404999e-07,3.995373845100403e-07,3.995373845100403e-07,0.9999999948177181,0,0,0,0.6108158621831534,8.0,7.0
delay,delay_g_0_8,затухающие колебания,49,74,early,Lag_10,0,-6.949994713068008e-08,6.949994713068008e-08,-2.5122426450252533e-07,2.5122426450252533e-07,0.9999999894184375,0,0,0,0.6108158621831534,9.0,9.0
delay,delay_g_0_8,затухающие колебания,50,75,early,X_n,0,-5.140900611877441e-07,5.140900611877441e-07,-6.221234798431396e-07,6.221234798431396e-07,0.9999999994600739,0,0,0,0.6172151178869696,6.0,8.0
delay,delay_g_0_8,затухающие колебания,50,75,early,Lag_1,1,-0.7999970531091094,0.7999970531091094,-0.9999963436275721,0.9999963436275721,0.9991686529472901,1,0,0,0.6172151178869696,1.0,1.0
delay,delay_g_0_8,затухающие колебания,50,75,early,Lag_2,0,-1.764390617609024e-06,1.764390617609024e-06,-2.2314488887786865e-06,2.2314488887786865e-06,0.9999999969154761,0,0,0,0.6172151178869696,2.0,2.0
delay,delay_g_0_8,затухающие колебания,50,75,early,Lag_3,0,7.664784789085388e-07,7.664784789085388e-07,1.1827796697616577e-06,1.1827796697616577e-06,0.9999999982807852,0,0,0,0.6172151178869696,4.0,5.0
